使用区队	申请日期	出库明细									
使用区队	申请日期	物料类型	物料编码	物料名称	规格型号	单位	出库数量	单价	金额	单位	工程名称
掘进一队	2025-05-19	材料	230503090000057	自喷漆	400ml	瓶	4.00	13.90	55.60	开掘	风井联巷20
掘进一队	2025-05-19	材料	211501010000216	六角螺栓	16×70	件	400.00	0.83	332.00	开掘	风井联巷20
掘进一队	2025-05-19	材料	211503010000004	普通螺母	16mm	件	2000.00	0.19	380.00	开掘	风井联巷20
掘进一队	2025-05-19	材料	230119030000006	普通塑料编织袋	800*500	条	1000.00	0.60	600.00	开掘	风井联巷20
掘进一队	2025-05-19	材料	391309010000015	重型绳卡头	6mm	个	70.00	0.64	44.80	开掘	风井联巷20
掘进一队	2025-05-19	材料	390501010000001	气镐	G10	台	2.00	297.00	594.00	开掘	风井联巷20
掘进一队	2025-05-19	材料	230109330000475	高压胶管总成	KJR3-19-24/10000	条	8.00	467.00	3736.00	开掘	风井联巷20
掘进一队	2025-05-19	材料	213115030000005	十字螺丝刀	150mm	把	1.00	1.07	1.07	开掘	风井联巷20
掘进一队	2025-05-19	材料	213115010000005	一字螺丝刀	150mm	把	1.00	1.07	1.07	开掘	风井联巷20
掘进一队	2025-05-19	材料	390101070000012	活扳手	300mm	把	1.00	18.07	18.07	开掘	风井联巷20
掘进一队	2025-05-19	材料	990562210003689	老虎钳	9寸	个	1.00	34.50	34.50	开掘	风井联巷20
掘进一队	2025-05-19	材料	391103030000003	砂布	100#	张	3.00	1.05	3.15	开掘	风井联巷20
掘进一队	2025-05-19	材料	250701070000003	乳胶手套	乳胶	双	28.00	4.92	137.76	开掘	风井联巷20
综机机加工车间	2025-05-19	材料	390305050000001	手提砂轮机	125型	台	1.00	318.40	318.40	开掘	风井联巷20
综机机加工车间	2025-05-19	材料	213105110000004	手锤	3p	把	1.00	15.34	15.34	开掘	风井联巷20
综机机加工车间	2025-05-19	材料	392301010000015	钢卷尺	5m（45#钢）	把	1.00	8.00	8.00	开掘	风井联巷20
综机机加工车间	2025-05-19	材料	810709010000026	电极	/	件	10.00	586.30	5863.00	开掘	风井联巷20
掘进一队	2025-05-19	材料	211501010000216	六角螺栓	16×70	件	400.00	0.83	332.00	开掘	风井联巷20
掘进一队	2025-05-19	材料	211501010000261	六角螺栓	20×70	件	30.00	1.63	48.90	开掘	风井联巷20
掘进一队	2025-05-19	材料	211503010000006	普通螺母	20mm	件	30.00	0.44	13.20	开掘	风井联巷20
掘进一队	2025-05-19	材料	盈树	普通螺母	16mm	件	400.00	0.17	68.00	开掘	风井联巷20
掘进一队	2025-05-19	材料	550123090000061	搅拌杆	φ32	件	2.00	32.80	65.60	开掘	风井联巷20
掘进一队	2025-05-19	材料	390101070000014	活扳手	375mm	把	2.00	35.89	71.78	开掘	风井联巷20
综机机加工车间	2025-05-16	材料	E21009080000242	电焊机	ZX7-500	台	1.00	2300.00	2300.00	开掘	风井联巷20
综机机加工车间	2025-05-16	材料	213903170000004	切割砂轮机	4000W-380V（铜线圈）	台	1.00	1477.04	1477.04	开掘	风井联巷20
综机机加工车间	2025-05-16	材料	210111010000324	橡套电缆	MZ-0.3/0.5KV 3×2.5+1×2.5 .	米	100.00	12.16	1216.00	开掘	风井联巷20
综机机加工车间	2025-05-16	材料	990143030016641	中方锹	-6642	把	1.00	10.64	10.64	开掘	风井联巷20
综机机加工车间	2025-05-16	材料	390705010000022	焊条	Φ4.0	公斤	300.00	6.63	1989.00	开掘	风井联巷20
综机机加工车间	2025-05-16	材料	110107050000165	镀锌焊接钢管（镀锌钢管）	DN20×2.2	公斤	120.00	3.00	360.00	开掘	风井联巷20
综机机加工车间	2025-05-16	材料	212115190000003	管固	DN20mm	个	10.00	1.90	19.00	开掘	风井联巷20
机电队	2025-05-16	材料	250101030000030	特制工作服	.	件	1.00	137.80	137.80	开掘	风井联巷20
机电队	2025-05-16	材料	250903050000003	反光药物高筒工矿靴	25#	双	1.00	55.54	55.54	开掘	风井联巷20
机电队	2025-05-16	材料	990143010005521	绒衣裤	/	条	1.00	58.00	58.00	开掘	风井联巷20
机电队	2025-05-16	材料	250701070000003	乳胶手套	乳胶	双	2.00	4.92	9.84	开掘	风井联巷20
机电队	2025-05-16	材料	980121000001064	矿灯带	.	条	1.00	5.00	5.00	开掘	风井联巷20
机电队	2025-05-16	材料	250301010000003	安全帽	电绝缘性能+阻燃性能	顶	1.00	36.22	36.22	开掘	风井联巷20
机电队	2025-05-16	材料	110107050000169	镀锌焊接钢管（镀锌钢管）	DN50×3.0	公斤	50.00	6.00	300.00	开掘	风井联巷20
通风队	2025-05-16	材料	990143030034892	喷浆机	PS71（13892）	套	1.00	38500.00	38500.00	开掘	风井联巷20
通风队	2025-05-16	材料	532105070000046	快速接头	ZP-V	套	5.00	53.31	266.55	开掘	风井联巷20
通风队	2025-05-16	材料	230109210000001	高耐磨喷浆管	51×6×20	米	120.00	63.14	7576.80	开掘	风井联巷20
通风队	2025-05-16	材料	213101250000079	套筒头	36mm重型	个	12.00	7.10	85.20	开掘	风井联巷20
通风队	2025-05-16	材料	510199170000237	直通	KJ-19	件	10.00	6.15	61.50	开掘	风井联巷20
通风队	2025-05-16	材料	990143010007129	直通	Φ10	个	30.00	3.33	99.90	开掘	风井联巷20
通风队	2025-05-16	材料	510199170000154	三通	KJ19	件	5.00	10.66	53.30	开掘	风井联巷20
通风队	2025-05-16	材料	510199170000151	三通	KJ10	件	10.00	7.96	79.60	开掘	风井联巷20
通风队	2025-05-16	材料	510199170000291	异径直通	JKZ19/10	个	5.00	7.70	38.50	开掘	风井联巷20
通风队	2025-05-16	材料	510199170000204	异径三通	KJ4-10/19	件	5.00	10.61	53.05	开掘	风井联巷20
通风队	2025-05-16	材料	510199190000018	U型卡	Φ10综配	件	80.00	0.11	8.80	开掘	风井联巷20
通风队	2025-05-16	材料	510199190000021	U型卡	Φ19	件	46.00	0.34	15.64	开掘	风井联巷20
通风队	2025-05-16	材料	510199170000140	球形截止阀	QJ19	件	3.00	61.95	185.85	开掘	风井联巷20
通风队	2025-05-16	材料	390109050000002	工具钢高强剁斧	.	把	1.00	13.29	13.29	开掘	风井联巷20
通风队	2025-05-16	材料	212701010000009	手动葫芦	1t×5m	台	1.00	275.00	275.00	开掘	风井联巷20
通风队	2025-05-16	材料	211503010000004	普通螺母	16mm	件	14.00	0.19	2.66	开掘	风井联巷20
通风队	2025-05-16	材料	211503010000006	普通螺母	20mm	件	12.00	0.43	5.16	开掘	风井联巷20
通风队	2025-05-16	材料	532105070000039	滑轮	P690	件	2.00	215.83	431.66	开掘	风井联巷20
通风队	2025-05-16	材料	390199050000009	白蜡杆	1.8m	根	1.00	10.57	10.57	开掘	风井联巷20
通风队	2025-05-16	材料	972717050000003	大扫帚	竹把	把	3.00	14.59	43.77	开掘	风井联巷20
通风队	2025-05-16	材料	276701000000002	铜喷嘴	φ20	只	70.00	15.59	1091.30	开掘	风井联巷20
通风队	2025-05-16	材料	231103090000172	螺栓松动剂	450ml	瓶	1.00	5.57	5.57	开掘	风井联巷20
通风队	2025-05-16	材料	211501070000011	鱼尾螺栓	20×90	件	12.00	1.47	17.64	开掘	风井联巷20
通风队	2025-05-16	材料	250301010000003	安全帽	电绝缘性能+阻燃性能	顶	1.00	36.22	36.22	开掘	风井联巷20
掘进一队	2025-05-13	材料	110707330000004	矿用锚索锚具	KM22-1860	个	8.00	17.53	140.24	开掘	风井联巷20
掘进一队	2025-05-13	材料	390501010000001	气镐	G10	台	6.00	297.00	1782.00	开掘	风井联巷20
掘进一队	2025-05-13	材料	212905050000007	风镐头	350mm	只	2.00	14.07	28.14	开掘	风井联巷20
掘进一队	2025-05-13	材料	510199170000140	球形截止阀	QJ19	件	10.00	61.95	619.50	开掘	风井联巷20
掘进一队	2025-05-13	材料	510199170000237	直通	KJ-19	件	10.00	6.15	61.50	开掘	风井联巷20
掘进一队	2025-05-13	材料	391309010000015	重型绳卡头	6mm	个	50.00	0.64	32.00	开掘	风井联巷20
掘进一队	2025-05-13	材料	212701010000024	手动葫芦	5t×5m	台	1.00	625.91	625.91	开掘	风井联巷20
掘进一队	2025-05-13	材料	392305010000001	坡度规	FD—200（45#钢）	把	2.00	54.19	108.38	开掘	风井联巷20
掘进一队	2025-05-13	材料	230119030000006	普通塑料编织袋	800*500	条	1000.00	0.60	600.00	开掘	风井联巷20
掘进一队	2025-05-13	材料	559915010000041	道夹板	24kg	公斤	24.00	5.56	133.44	开掘	风井联巷20
掘进一队	2025-05-13	材料	559915010000064	轨距拉杆	624(三产)	对	4.00	28.60	114.40	开掘	风井联巷20
掘进一队	2025-05-13	材料	250101030000030	特制工作服	.	件	9.00	137.80	1240.20	开掘	风井联巷20
掘进一队	2025-05-13	材料	211503010000006	普通螺母	20mm	件	20.00	0.43	8.60	开掘	风井联巷20
掘进一队	2025-05-13	材料	211501010000261	六角螺栓	20×70	件	20.00	1.63	32.60	开掘	风井联巷20
掘进一队	2025-05-13	材料	215301010000386	矿用高强度圆环链	18×64-B	环	21.00	4.33	90.93	开掘	风井联巷20
掘进一队	2025-05-13	材料	990145010000373	钻杆	B19	个	10.00	47.60	476.00	开掘	风井联巷20
掘进一队	2025-05-13	材料	212903130000257	回转钻杆连接套	B19	个	6.00	6.91	41.46	开掘	风井联巷20
机电队	2025-05-12	材料	510199170000291	异径直通	JKZ19/10	个	1.00	7.70	7.70	开掘	风井联巷20
通风队	2025-05-12	材料	E24003100000061	矿用浇封兼本安型激光指向仪	YBJ800	台	10.00	1417.55	14175.50	开掘	风井联巷20
通风队	2025-05-12	材料	210715070000134	矿用隔爆型LED投光灯	DGS46/127L(C)	台	2.00	1398.23	2796.46	开掘	风井联巷20
掘进一队	2025-05-11	材料	541101030030019	斜井扒斗	/	件	2.00	12180.00	24360.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	541101030030005	台车	/	件	1.00	46200.00	46200.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	541101030030148	螺栓	/	件	300.00	6.30	1890.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	532105070000039	滑轮	P690	件	2.00	215.83	431.66	开掘	风井联巷20
掘进一队	2025-05-11	材料	210111010000274	橡套电缆	MYP-0.66/1.14KV 3×10+1×10 .	米	80.00	55.67	4453.60	开掘	风井联巷20
掘进一队	2025-05-11	材料	211501010000261	六角螺栓	20×70	件	10.00	1.63	16.30	开掘	风井联巷20
掘进一队	2025-05-11	材料	211501010000193	六角螺栓	16×120	件	10.00	1.45	14.50	开掘	风井联巷20
掘进一队	2025-05-11	材料	510199170000204	异径三通	KJ4-10/19	件	11.00	10.61	116.71	开掘	风井联巷20
掘进一队	2025-05-11	材料	110501270000002	钢丝绳	6×19s×15.5	公斤	1000.00	8.69	8690.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	110501270000001	钢丝绳	6×19s×12.5	公斤	1000.00	8.69	8690.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	212901270000021	防突钻杆	1mΦ42mm	根	4.00	45.40	181.60	开掘	风井联巷20
掘进一队	2025-05-11	材料	392301010000015	钢卷尺	5m（45#钢）	把	2.00	8.00	16.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	230119030000006	普通塑料编织袋	800*500	条	800.00	0.60	480.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	盈树	普通螺母	16mm	件	10.00	0.17	1.70	开掘	风井联巷20
掘进一队	2025-05-11	材料	276701000000002	铜喷嘴	φ20	只	16.00	15.59	249.44	开掘	风井联巷20
掘进一队	2025-05-11	材料	212909010000015	扩孔器	42mm	个	2.00	10.08	20.16	开掘	风井联巷20
掘进一队	2025-05-11	材料	980121000001064	矿灯带	.	条	9.00	5.00	45.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	250903050000005	反光药物高筒工矿靴	26#	双	9.00	55.20	496.80	开掘	风井联巷20
掘进一队	2025-05-11	材料	250301010000003	安全帽	电绝缘性能+阻燃性能	顶	9.00	36.22	325.98	开掘	风井联巷20
掘进一队	2025-05-11	材料	210323110000004	矿灯	KL5LM（Z）锂电	台	9.00	159.00	1431.00	开掘	风井联巷20
掘进一队	2025-05-11	材料	230119110000006	尼龙扎带	5×500	根	750.00	0.07	52.50	开掘	风井联巷20
掘进一队	2025-05-11	材料	990145010000391	钻杆连接器	/	个	4.00	8.40	33.60	开掘	风井联巷20
掘进一队	2025-05-10	材料	212905050000008	起道钎	.	根	1.00	45.33	45.33	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030003	左支架	/	件	4.00	2610.00	10440.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030111	卡轨器	/	件	8.00	320.00	2560.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030016	尾轮	/	件	1.00	630.00	630.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030139	外操纵杆	/	件	2.00	840.00	1680.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030018	软岩固定楔	/	件	1.00	840.00	840.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030017	硬岩固定楔	/	件	1.00	1050.00	1050.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030013	导向轮	/	件	6.00	840.00	5040.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030012	卸载槽	/	件	1.00	10080.00	10080.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	541101030030002	进料槽	/	件	1.00	11970.00	11970.00	开掘	风井联巷20
机电队	2025-05-10	材料	390107050000002	钢锯架	300mm（镀铬）	把	2.00	7.31	14.62	开掘	风井联巷20
机电队	2025-05-10	材料	211501010000261	六角螺栓	20×70	件	2.00	1.63	3.26	开掘	风井联巷20
机电队	2025-05-10	材料	212101250000016	法兰盘	150mm(-16)	个	20.00	47.65	953.00	开掘	风井联巷20
机电队	2025-05-10	材料	230119130000001	尼龙扎丝	250mm	根	2.00	0.02	0.04	开掘	风井联巷20
机电队	2025-05-10	材料	230119110000006	尼龙扎带	5×500	根	200.00	0.07	14.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	110707370000003	锚索张拉机具	MQ22-400/63	台	1.00	3400.00	3400.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	392301010000015	钢卷尺	5m（45#钢）	把	2.00	8.00	16.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	392305010000001	坡度规	FD—200（45#钢）	把	2.00	54.19	108.38	开掘	风井联巷20
掘进一队	2025-05-10	材料	390109050000002	工具钢高强剁斧	.	把	4.00	13.29	53.16	开掘	风井联巷20
掘进一队	2025-05-10	材料	391303010000018	手动葫芦	3.2t*5m	台	1.00	490.00	490.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	213701010000004	包胶钢卷尺	5m（不锈钢，工程塑料）	把	2.00	4.20	8.40	开掘	风井联巷20
掘进一队	2025-05-10	材料	990143030016641	中方锹	-6642	把	1.00	10.64	10.64	开掘	风井联巷20
掘进一队	2025-05-10	材料	559915010000040	道钉	15kg,18kg,24kg(三产)	公斤	1000.00	5.62	5620.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	551309010000024	连接插销	Φ40	件	14.00	58.00	812.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	211501010000261	六角螺栓	20×70	件	10.00	1.63	16.30	开掘	风井联巷20
掘进一队	2025-05-10	材料	211503010000006	普通螺母	20mm	件	310.00	0.43	133.30	开掘	风井联巷20
掘进一队	2025-05-10	材料	213313230000001	带式锯(气动)	JQD-10/1000(镍铬钼合金钢）	台	1.00	16424.54	16424.54	开掘	风井联巷20
掘进一队	2025-05-10	材料	390107010000012	气动带锯条	CJ-200（45#钢）	条	1.00	158.00	158.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	278701010000003	塑料涂覆布正压风筒	FTZSS600*10	米	100.00	16.94	1694.00	开掘	风井联巷20
掘进一队	2025-05-10	材料	230109190000001	喷砂用橡胶软管	“A”级/51/0.63 MPa	米	40.00	42.17	1686.80	开掘	风井联巷20
掘进一队	2025-05-10	材料	532105070000039	滑轮	P690	件	5.00	215.83	1079.15	开掘	风井联巷20
掘进一队	2025-05-10	材料	559915010000041	道夹板	24kg	公斤	560.00	5.56	3113.60	开掘	风井联巷20
掘进一队	2025-05-10	材料	390107050000002	钢锯架	300mm（镀铬）	把	2.00	7.31	14.62	开掘	风井联巷20
掘进一队	2025-05-10	材料	211501070000011	鱼尾螺栓	20×90	件	240.00	1.47	352.80	开掘	风井联巷20
通风队	2025-05-09	材料	390115030000035	剥线工具	ZSQ-09	个	2.00	100.00	200.00	开掘	风井联巷20
通风队	2025-05-09	材料	210523090000055	跳纤	SC-SC	根	400.00	10.00	4000.00	开掘	风井联巷20
通风队	2025-05-09	材料	210317010000002	矿用光缆盘纤盒	JHHG(24芯)	台	100.00	504.00	50400.00	开掘	风井联巷20
通风队	2025-05-09	材料	210545050000004	网线水晶头	cat7/RJ45	个	2000.00	0.98	1960.00	开掘	风井联巷20
通风队	2025-05-09	材料	330103010000183	色带	针式打印机	个	10.00	50.00	500.00	开掘	风井联巷20
通风队	2025-05-09	材料	990562290000449	光纤跳线	/	条	500.00	20.00	10000.00	开掘	风井联巷20
通风队	2025-05-09	材料	210523090000055	跳纤	SC-SC	根	100.00	9.81	981.00	开掘	风井联巷20
武装保卫科	2025-05-08	材料	990562040001432	强光手电	/	把	10.00	227.70	2277.00	开掘	风井联巷20
武装保卫科	2025-05-08	材料	190107990000063	防暴盾牌	警用	个	10.00	414.00	4140.00	开掘	风井联巷20
武装保卫科	2025-05-08	材料	190107990000063	防暴盾牌	警用	个	4.00	195.50	782.00	开掘	风井联巷20
武装保卫科	2025-05-08	材料	210935090000006	执法记录仪	64G	个	10.00	897.00	8970.00	开掘	风井联巷20
武装保卫科	2025-05-08	材料	390119010000023	工具包腰带	96-258-23	个	10.00	103.50	1035.00	开掘	风井联巷20
通风队	2025-05-08	材料	390115030000002	光纤剥线钳	CFS-2(45#钢）	件	2.00	145.00	290.00	开掘	风井联巷20
通风队	2025-05-08	材料	E20106010001040	惠普一体打印机	HP M437dna	台	1.00	62718.49	62718.49	开掘	风井联巷20
武装保卫科	2025-05-08	材料	190107990000060	防暴叉	警用	个	5.00	149.50	747.50	开掘	风井联巷20
武装保卫科	2025-05-08	材料	990549000001331	防爆头盔	均码	顶	10.00	310.50	3105.00	开掘	风井联巷20
武装保卫科	2025-05-08	材料	190107990000061	防暴棍	警用	根	20.00	57.50	1150.00	开掘	风井联巷20
通风队	2025-05-08	材料	E23299000000026	OTDR光时域反射仪	40DB	台	2.00	5800.00	11600.00	开掘	风井联巷20
企管科	2025-05-07	材料	E20106010000029	针式打印机	爱普生 LQ-630K	台	2.00	240.00	480.00	开掘	风井联巷20
企管科	2025-05-07	材料	973341030000165	电脑针式打印纸	170-2-彩-8	箱	20.00	110.00	2200.00	开掘	风井联巷20
通风队	2025-05-07	材料	230900000000139	脱脂棉	500克/卷	盘	5.00	21.13	105.65	开掘	风井联巷20
通风队	2025-05-07	材料	274503010000002	便携式多参数测定器	CD5	台	10.00	3721.00	37210.00	开掘	风井联巷20
通风队	2025-05-07	材料	210199000000027	网线	HCJYY4×2×0.4	米	5000.00	1.47	7350.00	开掘	风井联巷20
机电队	2025-05-07	材料	210911330000015	高压验电笔	10KV	个	5.00	129.00	645.00	开掘	风井联巷20
机电队	2025-05-07	材料	213117030000006	高压验电器	6KV	只	5.00	118.20	591.00	开掘	风井联巷20
掘进一队	2025-05-06	材料	250903050000008	反光药物高筒工矿靴	27.5#	双	1.00	53.73	53.73	开掘	风井联巷20
掘进一队	2025-05-06	材料	990143030017911	布袜子	-7912	双	2.00	8.00	16.00	开掘	风井联巷20
掘进一队	2025-05-06	材料	250701070000003	乳胶手套	乳胶	双	2.00	4.92	9.84	开掘	风井联巷20
掘进一队	2025-05-06	材料	990143010005521	绒衣裤	/	条	1.00	58.00	58.00	开掘	风井联巷20
掘进一队	2025-05-06	材料	250501010000013	防尘口罩	3M 9002	个	2.00	20.90	41.80	开掘	风井联巷20
